BOOK_NAME,BOOK_COMPANY,BOOK_INTRO,BOOK_RENT,BOOK_AUTHOR,BOOK_RELEASE,BOOK_IMAGE
우리는 모두 별이 남긴 먼지입니다,청어람 미디어,"세계 최고의 과학자

13

인이 들려주는 나의 삶과 존재 그리고 우주

.

독일 최고의 과학 저널리스트 슈테판 클라인이 미국

,

유럽

,

인도 등에서 활약하는

,

이 시대의 과학자

13

인과 수수께끼 같은 존재와 삶 그리고 자연과학에 관해 나눈 대화를 엮은 책이다

.

과학에 대한 막연한 두려움이나 편협한 시각으로 과학을 등한시했던 사람들에게 보다 쉽게 과학과 친해질 수 있는 기회를 선사한다

.



§ 404-

클

292

우전",n,슈테판 클라인,201510,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201510050104058510.jpg
엄마 인문학,꿈결,"지금 대한민국은 총체적인 위기에 빠져 있다

.

저자는 우울증과 무력감에 빠진 대한민국을 구할 해법은

‘

엄마

’

와

‘

인문학

’

밖에 없다는 진단을 내렸다

.

그는 같은 뜻의 사람들을 모아

‘

세바인

(

세상을 바꾸는 인문학

)

인문교육연구소

’

를 만들었고

,

연구소의 첫 번째 인문학 프로젝트로

‘

엄마 인문학

’

을 시작했다

.

역사

·

철학

·

예술

·

정치

·

경제

·

문학을 넘나들며 현재를 이루고 있는 과거를 돌아보고

,

또 오늘을 통해 만들어질 미래를 바라본다

.

또 수많은 사상가들이 쌓아 온 창조적인 생각이 세상을 변화시켜 온 흐름을 짚어보고

,

지난 역사와 오늘날의 국제 정세가 나와 어떻게 연결되고 있는지를 살핀다

.




§ 001.3-

김

14

어",n,김경집,201510,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201510050103174490.jpg
시골 빵집에서 자본론을 굽다,더숲,"일본의 작은 마을 작은 빵집에서 벌어지는 소리 없는 경제혁명에 일본 열도가 주목하고 있다

.

바로 오카야마 현 북쪽의 가쓰야마라는 시골 마을의 빵집 주인 와타나베 이타루 저자이다

.

저자는 자본의 논리에 따라 부정이 판치는 세상이 싫어 자신의 생활을 지켜나가며 삶의 균형을 찾고자 빵집

‘

다루마리

’

를 탄생시켰다

.

그의 양심 있는 자본가의 모습에 진정한 삶의 가치와 노동의 의미를 생각하게 하고 자본주의의 대안을 찾을 수 있을 것이다

.




§ 322.06-

와

882

시정",n,와타나베 이타루,201510,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201510050102276470.jpg
내가 혼자 여행하는 이유,걷는 나무,"50

개국을 홀로 여행하며 찾아낸 자신이 원하는 삶

!



서른일곱 인생 최대의 슬럼프에 빠지게 된 카트린 지타

.

오스트리아 최대 일간지 크로넨 자이퉁의 기자였던 그녀는 어느 날 자신이

6

개월 동안 한 번도 시원하게 웃은 적이 없다는 사실을 깨닫게 된다

. 10

년 동안 기자로 살아오며 남은 것은 완벽해야 한다는 강박관념과 일중독 증상

,

관계단절

,

이혼뿐이었다

.

그녀는 더 이상 자신을 방치해서는 안 된다는 생각이 들었다

.

그리고 자신이 진정 원하는 것이 무엇인지 알기 위해 혼자 여행을 떠났다

.


 


§ 856-

지

882

내박",n,카트린 지타,201510,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201510051258559680.jpg
혼자 가는 미술관,한권의책,"미술관과 나눈 대화 ‘혼자 가는 미술관’. 이 책은 미술에 대한 해설서도, 감상을 위한 안내서도 아니다. 저자는 열두 개의 미술관과 그곳의 작품들을 통해 오랫동안 잊고 있었던 기억 속 과거의 모습을 만난다. 서울시립미술관, 플라토, 학고재, 아르코, 리움 등 미술관에서 천경자, 서용선, 윤석남, 프란시스 베이컨 등의 작품을 마주하면서 저자의 기억과 만난 화가들의 작품은 새로운 옷을 입는다.


 


§ 601.04-박94호",n,박현정,201509,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201509070231384850.jpg
진격의 대학교,문학동네,"대학을 ‘진격대’라는 가상의 공간에 비유하여 대한민국 대학의 모습을 보여준다. 총 4장으로 구성되어 있으며 1장에는 왜 요즘 대학을 취업사관학교라고 부르는지 기업이 원하는 것만 가르치는 대학의 강의 내용을 들려준다. 2장에서는 대학의 영어 숭배 문제를 3장과 4장에서는 대학이 이러한 모습을 야기한 거시적 배경과 ‘대학의 기업화’가 구체적으로 어떻게 이루어졌는지 대학이 제 역할을 하지 못함으로써 사회 전체에 끼치는 악영향에 대해 경고하며 대학 존재의 이유에 대한 고민을 던진다.


 


§ 377.011-오82지",n,오찬호,201509,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201509070230510820.jpg
"우주, 일상을 만나다",반니,"일상 곳곳에 숨어 있는 우주의 원리를 찾아내고 그것을 과학적으로 설명함으로써 독자들이 일상에서, 도시에서 우주를 만날 수 있게 한다. 독일어권에서 큰 인기를 얻고 있는 저자는, 유명한 과학 블로거이자 팟캐스트 진행자답게 쉽고 재미있게 우주 이야기를 들려준다. 이른 아침 불어오는 바람에서 시작해 도시에서 흔히 접할 수 있는 사물들을 탐색하며 일상에 숨겨진 우주의 흔적을 찾아낸다.


 


§ 440-프292우최",n,플로리안 프라이슈테터,201509,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201509070230096790.jpg
오늘은 내 인생의 가장 젊은 날입니다,샘터,"50여 년간 정신과전문의로 살아온 저자는 팔순의 나이를 맞아, 인생의 각 단계를 저마다 힘겹게 넘기고 있는 모두에게 따뜻한 조언을 건넨다. 총 4부로 구성된 이 책은 세상과 나를 알아가는 그대에게, 역할을 감내하며 오늘을 사는 그대에게, 다시 온전한 나를 찾고자 하는 그대에게, 행복하게 떠날 준비를 하는 그대에게 띄우는 편지를 담았다. 전 세대를 다룬 책인 만큼 사춘기 손자가 노년의 할아버지와, 황혼의 부모가 결혼을 앞둔 딸과, 학부형이 된 아들이 은퇴한 아버지가, 서로가 함께 들려주고 묻고 싶은 이야기를 담았다는 점이 돋보인다.


 


§ 199.1-이17오",n,이근후,201509,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201509070228453070.jpg
"뺴빼가족, 버스 몰고 세계여행",북로그컴퍼니,"어느 날 아버지가 말했다. “야들아, 우리 아파트 팔고 세계여행 가자!” 중고생이던 세 아이들이 세상으로 나아갈 준비를 하는 중요한 시기. 아버지는 가족이 서로를 바라보고 이해할 시간이, 아이들이 어른이 된 후에도 가족 모두가 모여 앉아 밥을 먹으며 나눌 수 있는 이야깃거리가 필요하다고 생각했다. 총 25개 국, 163개 도시를 달리며 빼빼가족이 겪은 다채로운 이야기를 가득 담아낸 책이다. 빼빼가족이 경험한 다양한 사람들과 흥미로운 여행 에피소드를 통해 단 하루도 평범하지 않았던 세계여행길에 오른 한 가족의 모습을 생생하게 보여준다.



§ 980.24-빼43빼",n,빼빼가족,201509,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201509070228010690.jpg
우리 아이 괜찮아요,예담프렌드,"이 책은 오늘날 부모들이 겪는 생생한 육아 고민에 대한 명쾌한 해법과 따뜻한 위로를 담았다. 소아정신과 의사인 저자가 1만 명 이상의 부모를 만나면서 가장 많이 들었던 질문들을 정리해 그에 대한 솔직하고 속 시원한 답변을 들려준다. 좋은 부모, 발달, 바른 습관, 성격과 감정, 사회성, 학습, 가족 관계, 문제 행동 등 총 8가지 분야의 140개의 질문이 수록되어 있다. 부모와 아이의 내면까지 깊이 들여다봄으로써 단순한 행동 교정 방법이 아닌 근본적이고 지속적인 치료 방법을 제시한다.



§ 598.1-서83우",n,서천석,201508,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201508031140333720.jpg
어린 당나귀 곁에서,창비,"고향의 토속어와 일상 언어를 자유자재로 부리는 김사인의 세 번째 시집. 이 시집에서 시인은 삶과 죽음의 갈피에서 ‘사람 사는 세상을 여여하게, 또는 엄숙하게 수락하는’ 겸허한 마음을 가다듬으며 ‘대문자 시의 바깥에서 종용히 움직이는 미시의 시학’을 펼쳐 보인다. 고향의 토속어와 일상 언어를 자유자재로 부리는 빼어난 언어감각과 정교하고 정감어린 묘사로 ‘생로병사의 슬픔 일체를 간절한 마음의 치열한 단정에 담아’낸 시편들이 나직하면서도 깊은 울림을 자아낸다.



§ 811.7-김52어",n,김사인,201508,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201508031139451630.jpg
어른,달팽이,"사람은 나이를 먹으면 어른이 된다지만 정작 어른이 되고 나면 제대로 어른 노릇하기란 쉽지 않다. 젊은이들은 희망이 보이지 않는다며 절망하는데 정작 그들에게 힘이 돼주어야 할 어른들이 오히려 절망을 부추기기까지 하는 요즘, 지은이는 제대로 어른이 되는 길을 찾고 싶어 계절에 한 번씩 ''진짜어른''이 되는 법을 가르쳐 줄 스승을 찾아 나섰다. 이 책은 그 여정과 어른을 만나 교감하며 마음 깊은 울림을 지은이의 섬세한 문체로 그려낸 감성에세이다. 각 분야에서 자신의 소신과 철학을 온몸으로 실천하며 살아가는 어른들의 삶을 듣고 싶었던 그 열망이 열네 명 어른들을 만날 수 있게 한다.



§ 818-김54어",n,김선미,201508,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201508031139033860.jpg
뻔뻔한 지성들의 르네상스,베프북스,"현대사회를 살아가는 사람이라면 꼭 알아야할 이슈들에 관한 궁금증들을 모아 한 권의 책으로 정리했다. 인터넷 정보는 도무지 믿을 수가 없고, 어려운 전문지를 분야별로 챙겨 읽기도 힘든 현대인을 위해 정확한 내용에 재미와 간편함까지 더했다. 시사, 경제, 역사 총 세 챕터로 이루어진 최근 이슈화된 사건들을 토대로 그것의 기초가 되는 개념들을 잘 설명해주고 있어 실생활에 적용하는 데에 더욱 도움이 된다.



§ 304-보94뻐",n,보헤미안,201508,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201508031138199250.jpg
나란 무엇인가,21세기북스,"섬세하고 날카로운 문제의식으로 무장한 젊은 소설가 히라노 게이치로가 ‘진정한 나’란 무엇인가에 대한 질문에 대해 새로운 인간관을 제시하는 철학에세이로 인간의 기본 단위인 ‘나’를 다시 생각해보는 기회를 마련한다. 작가는 자신의 작품을 비롯해 실제로 겪은 경험과 주변에서 쉽게 접할 수 있는 예를 들어가며 자칫 딱딱해질 수도 있는 개념들을 이해하기 쉽게 풀어낸다. 인간관계에 대한 고민이 생겼을 때, 자신이 싫어질 때, 삶에 지쳤다고 느낄 때, 조금 더 편안하게 살아갈 수 있는 길을 일러주는 자아론을 만나볼 수 있을 것이다.



§ 104-히292나이",n,히라노 게이치로,201508,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201508031137313220.jpg
책이 좀 많습니다,이매진,"이 책은 내 옆에 있고 우리 동네 사는 평범한 애서가 23명의 이야기다. 넓고 좋은 아파트를 책들에게 내주고 빌라 반 지하에서 월세 사는 사람, 도깨비 책이나 고양이 책 등 어느 한 분야만 모으는 책 수집가, 책 없이 못 사는 ‘책 바보’까지. 수의사, 번역가, 대학생, 회사원, 교사, 백수 등 하는 일도 다 다르다. 자기가 서 있는 곳에서 책 읽으며 묵묵히 살아가는 평범한 생활인인 애서가들이 꼭꼭 숨겨놓은 자기만의 서재를 이상북지기 윤성근이 속속들이 들여다보고, 글마다 ‘함께 읽고 싶은 책 이야기’를 덧붙였다.




§ 029-윤54채",n,윤성근,201507,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201507010151036370.jpg
작은 수학자의 생각실험,궁리,"이 책은 ‘달과 지구의 충돌시간’을 구하는 다소 황당하지만 흥미로운 문제를 해결하는 과정에서 미분과 적분, 삼각함수의 개념을 자연스럽게 터득하는 내용을 담고 있다. 델타라는 주인공이 미분, 적분 같은 수학개념을 이해하기까지, 수학적 증명을 도출해내기까지, 머릿속에서 벌어지는 생각의 작용을 그대로 따라 엿보는 구성을 취하고 있다. ''자기 주도 학습''으로 수학실력을 향상시키고 싶은 학생이나, 수학의 매력을 제대로 맛보고 싶은 사람들에게 유용한 가이드 역할을 할 것이다.




§ 414.1-고67자",n,고의관,201507,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201507010150061190.jpg
심리정치,문학과지성사,"‘할 수 있다’를 넘어 ‘하고 싶다’라는 욕망을 창출하고 이용함으로써, 우리 스스로를 자발적으로 착취하게 하는 은밀하고 세련된 신자유주의의 통치술. 저자는 이를 ‘심리정치’라고 부른다. 우리의 욕망과 의지는 과연 우리의 것인가? 우리는 정말 자유로운가? 신자유주의적 심리정치는 호감을 사고 욕구를 채워주고자 하는 ‘스마트 권력’이다. 그것은 우리의 의식적, 무의식적 사고를 읽고 분석하며, 인간의 자유 의지를 자신에게 유리한 방향으로 조종해 자본에 의존하게 만든다. 이처럼 작가는 우리가 평소 자각하지 못하는 이 시대의 문제들을 진단하고 사고 구조를 뒤흔드는 화두를 던진다.




§ 340.18-한44시김",n,한병철,201507,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201507010149067290.jpg
떠나지 않으면 안 될 것 같아서,북라이프,"<그냥 눈물이 나>, <눈물을 그치는 타이밍>으로 많은 여성 독자들의 마음을 따뜻하게 어루만져주었던 이애경 작가가 전하는 세 번째 감성 에세이로 ‘떠남’ 이라는 주제로 이야기를 풀어낸다. 일상에 지치고 삶이 버거워질 때면 주저 없이 여행을 떠났던 작가는 전 세계 30여 개국의 길 위에서 만나고, 보고, 겪으며 기록해둔 소중한 순간들과 단상들을 모아 다시 한 번 독자들에게 따뜻한 위로와 응원의 메시지를 전한다.




§ 818-이63떠",n,이애경,201507,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201507010147520980.jpg
나는 왜 혼자가 편할까?,동양북스,"혼자 있는 게 더 편한 사람들, 진정한 친구가 없는 사람들, 책임이나 속박이 싫고 새로운 일에 도전하는 것이 두려운 사람들. 인류의 새로운 종(種)인 ‘회피형 인간’의 특징들이다. 도대체 왜 이런 유형의 사람들이 급증하는 걸까? 이 책은 바로 그 이유를 분석하고 어떻게 하면 그들이 지금보다 더 인생을 편안하게 살 수 있는지 그 방법을 알려준다. 이 책에는 미야자키 하야오, 헤르만 헤세, 조앤 롤링 등 우리에게도 익숙한 유명인의 인생 스토리에서부터 저자가 직접 심리 상담을 진행했던 일반인의 다양한 사례를 만날 수 있다.




§ 189.2-오872나김",n,오카다 다카시,201507,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201507010146463040.jpg
행복만을 보았다,문학테라피,"광기와 치유라는 두 극단을 넘나드는 인물들의 행동과 심리를 탁월하게 묘사한 걸작! 프랑스의 유명한 카피라이터 출신 작가인 그레구아르 들라쿠르의 작품 중 가장 개인적이고 가장 강력한 작품으로 우리 인생의 가혹함과 그에 맞서는 삶의 희망, 가치에 대해 이야기한다. 인간의 가장 내밀한 영역으로 독자를 이끌며 충격과 감동을 동시에 선사한다. 이 소설은 우리 삶을 끌고 가는 가족, 행복, 상처, 절망과 희망이 고스란히 담겨 있을 뿐 아니라 지금 우리가 묻고 싶은 생의 뾰족한 질문들에 대해 감동적으로 답하고 있다.











§ 863-들292해이",n,그레구아르 들라쿠르,201506,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201506011130475420.jpg
우주비행사의 지구생활 안내서,더퀘스트,"오랜 기간 우주비행사 훈련을 거쳐 4천 시간이라는 긴 시간을 우주에 체류했던 우주비행사 크리스 해드필드가 우주와 지구를 오가며 배운 삶의 지침을 소개한 책이다. 저자는 우주비행사로 사는 것이 어떻게 자신에게 결단력과 기지, 매사에 준비하는 자세를 가르쳐주었는지 들려주면서 우주왕복선 발사, 중력을 이용한 우주유영, 긴박한 위기 대처 사례 등 우주에서만 경험할 수 있는 것들을 흥미롭게 풀어내었다.









§ 558.9092-해27우노",n,크리스 해드필드,201506,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201506011129011350.jpg
어떻게 배울 것인가,비즈니스북스,"글로벌 리더들의 멘토이자 리더십의 대가로 자리 잡아온 존 맥스웰은 이 책에서 배움의 기본적인 정신인 겸손, 배움과 성장의 토대를 위한 현실 직시, 자기 삶의 주도권을 잡기 위해 필요한 책임감, 자기혁신을 위한 학습 능력 등 계속해서 ‘배우는 사람’이 될 수 있는 11가지 로드맵을 제시한다. 어지러운 세상에서 흔들리지 않는 자기만의 중심을 갖추고 한 단계씩 성장해나갈 수 있을 때 비로소 올바른 성공으로 이어질 수 있고 이기는 것보다 중요한 것이 ‘배우는 것’이라는 메시지를 담고 있는 책이다.





§ 199.1-맥57어박",n,존 맥스웰,201506,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201506011127357290.jpg
부자의 그릇,다산 3.0,"일본 최고의 경제금융교육 전문가 이즈미 마사토가 돈의 본질과 인간관계에 관한 명쾌한 통찰을 이 한권에 담았다. 이 책은 실제 사업 실패담을 바탕으로 한 경제 소설로, 한때 12억 연매출의 주먹밥 가게 주인에서 3억 원의 빚을 지고 나락으로 떨어진 한 사업가가 우연히 만난 부자 노인과 7시간 동안 나눈 대화로 구성되어 있다. ‘돈은 신용을 가시화한 것이다.’이 책의 핵심 메시지는 바로 이 한마디에 담겨 있다. 돈이 모이지 않는다고 여기며 좌절하는 인생들에게, 다시 도전할 수 있는 용기와 돈을 장악하는 힘을 불어넣어준다.









§ 327.04-이77부김",n,이즈미 마사토,201506,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201506011124289060.jpg
대한민국에서 일하는 엄마로 산다는 것,걷는나무,"성공한 소아정신과 의사이자 두 아이를 키운 엄마 신의진이 대한민국의 모든 엄마들을 위하여 일과 삶, 육아에 대해 속 시원한 대답을 고스란히 담아낸 책이다. 수많은 시행착오 속에서도 늘 대안을 찾으려고 애쓰며 일과 육아 사이의 균형을 맞춰간 저자의 경험을 통해 아이도 잘 키우고 일도 잘하는 게 결코 불가능한 목표가 아님을 깨닫게 해준다. 저자가 직접 시도해 보았던 구체적이고 실질적인 해법과 따끔한 현실적인 조언들을 전해준다.





§ 598.1-신67대",n,신의진,201506,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201506011121326770.jpg
원 플러스 원,살림,"진정한 사랑을 탐구하는 작가 조조 모예스가 따뜻한 시선으로 그려낸 우리 시대의 가족, 사랑 이야기를 담은 작품이다. 조금은 제멋대로인 하지만 따뜻하게 사랑할 줄 아는 여자 제스와 무엇이든 계획대로 자신 이외의 것들을 아직 사랑해본 적 없는 남자 에드의 이야기를 통해 현대 사회에서 가족이란 어떤 의미인지 생각하게 만든다. 독자들은 이 책을 통해 살면서 지우지 못한 자신의 상처를 스스로 치유하고 극복할 용기를 갖게 될 것이다.





§ 843-모64워오",n,조조 모예스,201505,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201505010946170490.jpg
소비를 그만두다,더숲,"자신의 생활을 통해 생각을 증명하고 행동하는 지식인 히라카와 가쓰미가 소비자본주의의 모순과 개인의 삶에 맞닿을 자본주의의 대안을 제시하는 책이다. 저자는 자본주의의 모순을 ‘소비’라는 측면에서 살펴보며 ‘탈소비’라는 방향성을 제시한다. 이 책은 저자의 경험을 통해 현대경제사를 풀어 놓으며 자본주의의 본질과 모순을 통찰하며 자본과 기업에게 많은 힘을 쥐어준 것은 우리의 ‘소비’ 때문이라고 지적한다.





§ 321.97-히292소정",n,히라카와 가쓰미,201505,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201505010945262440.jpg
삶의 격,은행나무,"독일의 저명 철학자이자 《리스본행 야간열차》의 작가 페터 비에리 교수의 작품으로 ‘트락타투스상’(독일 최고의 철학 부문 에세이상) 2014년 수상작이다. 과연 어떻게 우리는 인간의 존엄성을 지키며 품격 있는 삶을 살아갈 것인가라는 주제를 관찰자와 문제 제기자로서 접근하면서 일상생활과 문학 작품, 영화 등에서의 여러 사례를 근거로, 존엄성이란 어떤 절대적인 속성이 아니라 삶의 방식, 즉 ‘삶의 격’이며, 우리가 자립성, 진실성, 가치 있는 삶에 대한 기준을 바로 세워나갈 때 드러난다는 것을 밝힌다.





§ 165.77-비64사문",n,페터 비에리,201505,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201505010941044260.jpg
바른 마음,웅진지식하우스,"2008년 TED에 게시된 세 편의 강연 내용을 확장하고 여기에 그동안의 연구 성과를 집대성하여 엮어낸 책으로 흔히 윤리와 정의를 다룬 책들이 도덕적 딜레마의 상황에서 ‘왜 그렇게 하면 안 되는가’에 초점을 맞추었던 것에 반해, 저자는 ‘우리는 왜 이렇게 행동하는가’에 대한 이유를 밝힌다. 나아가, 그동안 개인의 윤리 혹은 착한 성격으로 좁게 이해되던 ‘도덕’이 집단적인 힘과 리더십의 문제, 개인의 행복이나 취향의 차원에서도 어떤 신념이나 이념보다 더 강력한 요인이라고 역설한다.





§ 190-하68바왕",n,조너선 하이트,201505,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201505010940094220.jpg
그림 속 경제학,이다미디어,"모든 예술 작품에는 알게 모르게 그 시대의 상황이 녹아 있다고 말한 저자는 미술가와 경제학자들이 직접적 혹은 간접적으로 인연을 맺고 역사의 흐름과 경제적 변화에 적극적으로 반응해왔음을 지적한다. 예를 들면 지오토의 ‘스크로베니 예배당 벽화’를 통해 독점과 담함에 대해 이야기하고, 터너의 〈전함 테메레르〉를 통해 산업혁명과 고전파 경제학에 대해 설명한다. 미술사를 대표하는 명화 속에 숨겨진 경제학 코드를 찾아내 한 시대를 상징하는 경제적 사건과 경제학의 개념을 알기 쉽게 풀어낸 것이다.





§ 600.13-문55그",n,문소영,201505,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201505010936344060.jpg
행복의 기원,21세기북스,"뇌 속에 설계된 행복의 진실을 찾아 행복을 해부한 과학적 보고서! ‘인간은 행복하기 위해 산다’는 통념을 행복 심리학자인 서은국은 기존의 관점에 맞서 행복의 진실에 대해 반기를 든다. 인간이 먹고 자고 사랑할 때 행복을 느끼는 이유는 생존을 위해서라고 말하며 이 관점에서 보면 행복은 삶의 최종 이유도 목적도 아닌 생존을 위한 도구일 뿐이라고 말한다. 이는 행복 테크닉에 중독된 우리 사회에 일침을 가하는 것이다. 마지막 부분에 저자가 인간의 진정한 행복으로 제시한 한 장의 사진을 보며 행복의 의미를 다시 한 번 되새겨 보는 시간이 될 것이다.



§ 181.3-서67해",n,서은국,201504,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201503300339172130.jpg
보다,문학동네,"인간과 사회에 대한 예리하고도 유머러스한 김영하의 시선! 예술과 인간, 거시적ㆍ미시적 사회 문제를 주제로 한 스물여섯 개의 글을 개성적인 일러스트와 함께 묶은 이 책은 인간 내면과 사회 구조 안팎을 자유자재로 오가는 저자의 문제적 시선과 지성적인 필치를 만날 수 있다. 모든 것이 빠르게 사라져가는 시대, 많은 것을 보고 있다고 믿지만 실은 제대로 그 의미를 파악하지 못한 채 흘려보내며 살아가는 현대인들에게 ‘본다는 것’이 무엇인지를 일깨워 준다.



§ 814.6-김64보",n,김영하,201504,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201503300337558640.jpg
다른 길,느린걸음,"“사랑하다 죽는 것은 두려운 일이지만, 사랑 없이 사는 것은 더 두려운 일이지요. 사랑은 죽음보다 강하지요.” (2011년 아프가니스탄 국경마을에서) 박노해 작가가 흑백 필름 카메라와 오래된 만년필로 기록해온 유랑노트가 출간되었다. 사진집 이상의 사진집이자 시와 같은 이야기가 빚어낸 지상의 아름다운 책 한 권. 이 책은 정성이 가득 담긴 친구의 초대장처럼 저 멀고 높고 깊은 마을과 사람들 속으로 사람들을 안내한다. 삶이 흔들릴 때마다 아무 곳이나 펼쳐보는 순간, 가만히 사람들의 마음속 깊은 곳에 ‘별의 지도’가 떠오를 것이다.





§ 814.7-박195다",n,박노해,201504,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201503300334281200.jpg
내일도 출근하는 딸에게,위즈덤경향,"월요일부터 금요일까지 힘들 때마다 펴보는 엄마의 업무다이어리. 직장 생활 30년차의 선배이자, 20대 후반의 딸을 둔 엄마로서의 소중한 조언들을 담아낸 책이다. 직장 생활에서 가장 필요하지만 물어볼 수 없는 사소하고도 애매한 질문들, 그에 대한 태도들에 대하여 엄마의 마음으로 풀어낸 이 책은 회사생활의 매일매일을 어떻게 보내야 하는지 알려준다. 직장에서 딸이 어떻게 일하는지, 무엇을 힘들어하는지 몰라 선뜻 위로의 말 한마디 건네지 못하는 엄마에게도 유용한 팁을 제공한다.



§ 325.211-유68내",n,유인경,201504,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201503300333178410.jpg
X의 즐거움,웅진지식하우스,"하버드와 MIT 학생들이 영화배우보다 더 환호하는 괴짜 수학자 스티븐 스트로가츠의 수학 칼럼을 엮은 책이다. 유치원 과정의 산수에서부터 대학원 과정의 대수학까지 차근차근 단계를 밟아가며 독자들을 즐거운 수학의 세계로 초대한다. 어른의 눈높이에서 수학이 얼마나 즐거운 일인지를 알게 하고, 우리 안에 숨겨져 있던 수학 본능을 일깨워준다. 저자는 우리가 익숙하게 알고 있는 기초적인 수학개념을 신선하게 해석해 우리를 수학을 처음 배우던 때로 돌아가게 한다.



§ 410-스887에이",n,스티븐 스트로가츠,201504,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201503300332181780.jpg
청춘파산,민음사,"어머니의 사업 부도로 20대에 신용 불량자가, 30대에는 개인 파산자가 된 주인공의 위태롭고 치열한 젊은 날을 그린 이야기로 주인공 백인주의 삶을 통해 빚과 함께 사회생활을 시작하는 수많은 청춘을 이야기한다. 올해 나이 서른셋. 알바 계의 고수 인주가 아르바이트 인생을 살면서도 하고 싶은 일을 하며 삶의 방향을 전진시키려는 과정을 그리고 있다. 막다른 청춘 한가운데에서도 자신의 길을 만들어 가는 눈부신 젊음들의 분투기를 그린 작품으로 위기의 청춘들에게 위로를 전달한다.



§ 813.7-김67처",n,김의경,201503,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201503030216183670.jpg
세계를 움직이는 리더는 어떻게 공감을 얻는가,비즈니스북스,"세계 0.1% 리더들이 배우는 백만 불짜리 소통 강의. 구글, 페이스북 등 글로벌 기업의 CEO, 세계 최고의 리더들을 가르치는 커뮤니케이션 전문가로 유명한 빌 맥고완이 사람의 마음을 움직여 일과 관계를 모두 성공적으로 이끄는 소통의 노하우를 소개한다. 원하는 것을 얻고 인간관계를 움직일 수 있는 그 만의 특별한 커뮤니케이션 비법을 만나볼 수 있다.



§ 325.3-맥15세박",n,빌 맥고완,201503,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201503030215347620.jpg
부모로 산다는 것,알에이치코리아,"아이를 키운다는 건 불안, 갈등, 집착, 상실, 슬픔 등 모든 어려움의 감내와 연결된다. 우리가 잃어버리는 많은 것들에도 불구하고 무엇이 우리를 아침에 일어나게 하고 부모로서 하루하루 살아가게 하는가? 그리고 행복이란 무엇인가? 곧 부모가 될 이들, 육아에 지친 엄마와 아빠, 서로에 대한 사랑이 어느덧 희미해져버린 부부에게 이 책은 가족과 사랑의 의미가 무엇이고 결국 무엇이 행복이냐에 대한 깊은 성찰의 시간을 제공할 것이다.


 


§ 598.1-시198부이",n,제니퍼 시니어,201503,https://www.gimpo.go.kr/DATA/bbs/315/monthbook_201503030214467580.jpg
